price,Sales,Discount,Profit
50.98,1021.55,0.05,64.81
4.89,205.24,0.03,-148.77
3.8,16.08,0.04,-3.75
10.89,311.08,0.08,-38.45
7.64,116.11,0.1,-36.46
9.99,306.92,0.05,13.46
39.06,1802,0.02,508.96
37.7,1832.22,0.1,805.43
8.85,258.61,0.07,-15.96
40.48,1379.34,0.04,-470.85
26.48,168.25,0.09,101.78
45.98,1871.13,0.01,346.43
35.44,729.57,0.08,250.43
14.42,104.38,0.07,-24.2
39.98,627.69,0,-12.02
12.53,493.26,0.02,263.4
5.18,192.15,0.07,37.31
162.93,2366.18,0.1,703.8
13.79,675.71,0.06,-17.49
20.99,292.978,0.05,-93.61
45.99,570.5285,0.02,3.96
10.98,276.5,0.02,35.72
6.47,111.9,0.01,38.03
140.81,1173.5,0,53.87
5.18,210.66,0.08,-145.72
7.4,316.61,0.03,110.34
3.69,116.37,0.04,57.63
4.28,123.93,0.1,11.93
11.34,381.24,0.04,67.6
4.18,103.11,0.06,-95.41
55.99,1599.071,0.04,296.66
35.99,968.235,0.05,-158.61
160.98,184.46,0.05,-106.33
20.97,574.99,0.06,-148.87
80.98,3753.42,0,1276.25
48.91,1130.79,0.01,468.19
10.91,341.42,0.06,71.5
12.07,381.39,0.01,31.24
4.98,223.33,0,-111.89
40.98,1178.04,0.07,-53.81
2.6,121.94,0.01,-51.3
300.98,5405.44,0.07,604.46
24.95,1001.99,0.09,333.53
5.98,73.5,0.03,5.71
90.98,4321.63,0.08,-1549.14
5.98,67.14,0.07,-29.98
114.98,3218.42,0.08,-1248.58
9.48,220.97,0.02,-25.86
7.77,368.99,0.09,-305.91
78.65,451.44,0.1,-35.19
8.34,138.55,0.03,0.9
26.38,1291.35,0.04,479.62
3.26,107.97,0,2.36
22.23,857.32,0.05,195.71
2.74,8.87,0.03,-6.79
3.6,155.78,0.04,-10
120.98,4650.07,0.04,-1143.15
12.28,497.52,0.03,92.46
2.52,103.6,0.09,-72.86
4.06,75.15,0.02,-63.53
9.49,400.45,0.07,-38.58
3.08,96.23,0.05,24.05
9.48,70.08,0,8.02
70.89,234.768,0.04,54.23
22.38,376.65,0,-52.65
5.98,40.06,0.07,-24.44
27.48,278.66,0.05,-77.36
18.97,491.85,0.1,4.54
9.74,401.37,0.07,13.31
12.07,118.95,0.03,30.8
125.99,3814.171,0.04,1077.13
24.92,515.37,0.04,9.82
65.99,2044.2755,0.1,334.53
6.48,122.02,0.04,-115
65.99,1304.0275,0.1,34.36
4.98,56.05,0.06,-27.73
5.34,154.61,0.06,-82.82
65.99,1063.35,0.07,107.08
95.99,4182.52,0,-785.36
33.94,512.81,0.1,-177.07
20.89,169.11,0,-10.59
3.98,152.59,0.07,27.38
136.98,1961.39,0,761.04
1.48,4.94,0.1,-1.76
34.54,156.97,0.01,-25.43
22.38,1118.21,0.07,-122.79
262.11,3503.56,0.01,-633.44
55.48,1984.61,0.05,585.03
10.91,13.96,0.06,-4.7
10.67,531.48,0.08,232.58
130.98,3524.55,0.08,-570.18
22.23,890.61,0.05,297.11
6.68,64.19,0.08,3.77
10.4,376.58,0.09,1.33
499.99,1540.77,0.04,-1572.64
15.99,73.9,0.06,-39.64
26.64,897.42,0.08,127.17
12.07,306.02,0.08,-6.7
5.98,180.36,0.1,-111.8
12.28,240.74,0.05,21.05
150.98,3072.86,0.08,-364.87
218.75,5503.39,0.08,-528.65
399.98,6573.75,0.04,1197.05
21.38,225.09,0.02,64.14
22.23,302.4,0.04,134.21
25.98,1083.37,0.03,-226.41
150.89,1736.26,0.01,-505.76
90.97,477.76,0.04,-173.1
20.34,112.18,0.07,-96.16
5.02,164.78,0,-128.47
115.99,3077.731,0.05,745.48
7.77,217.68,0.08,-168.75
306.14,7202.94,0.02,1425.11
18.97,245.82,0.1,-7.39
400.98,15468.216,0.01,-969.05
35.99,906.015,0.05,248.67
2.94,81.1,0.06,-2.07
236.97,604.576,0.03,-572.69
19.98,128.56,0,-7.84
6.48,163.36,0.04,-65.54
1.98,44.08,0.06,-9.09
259.71,1135.64,0.02,-627.64
179.99,5154.009,0.03,1184.68
279.81,4407.03,0.04,834.96
4.91,173.22,0.02,81.77
19.94,782.05,0.08,-253.74
4.13,162.51,0.09,-148.4
180.98,561.43,0.07,-199.46
65.99,2251.497,0.09,308.93
7.1,324.2,0.02,-89.75
3.74,156.95,0.1,-32.52
4.48,92.4,0.04,8.6
89.99,1004.89,0,-189.02
7.28,329.06,0.08,-175.15
95.43,4387.24,0.09,-286.47
6.48,260.31,0.05,-175.26
159.31,7227.42,0.09,-385
55.99,1836.187,0.06,-139.84
14.28,121.74,0.01,21
205.99,700.366,0,-787.7
1.86,92.25,0.07,-104.8
19.98,475.9,0.02,110.44
99.99,2296.76,0.01,241.15
12.07,508.49,0.1,-28.81
11.97,204.07,0.08,-22.55
2.08,112.16,0,-178.29
2.6,34.41,0.05,-17.69
42.76,600.8,0.1,43.55
218.08,3896.39,0.1,755.28
64.65,773.74,0.02,-309.48
20.99,302.1325,0.02,38.91
2.1,75.57,0.02,6.87
355.98,16699.56,0.02,3083.98
500.98,21425.91,0.01,7360.43
262.11,5304.42,0.01,-633.44
70.89,1223.43,0.01,-1615.59
43.98,2018.68,0.1,731.72
35.99,1477.572,0,840.05
95.43,3842.99,0.04,-67.68
49.99,1587.16,0.09,-22.33
125.99,107.95,0.04,-506.31
70.97,70.91,0.03,-45.43
4.13,179.65,0.1,3.32
4.95,113.43,0.09,-53.06
130.98,2130.66,0.01,-113.77
7.04,51.27,0.06,3.27
6.48,53.29,0.01,-28.88
17.98,399.64,0.04,-15.42
6.48,277.35,0.02,-103.28
70.98,1357.44,0.09,-102.3
42.8,507.44,0.05,170.9
120.98,4169.93,0.1,1765.54
135.99,289.73,0.04,-246.21
180.98,757.11,0.07,-224.35
367.99,8920.08,0,3545.89
4.13,188.7,0.07,77.02
400.98,14358.64,0.03,-969.05
48.04,345.37,0.01,84.34
11.66,105.95,0.01,-44.33
3.29,73.8,0.02,11.23
120.98,5483.96,0.02,-1330.5
5.68,205.87,0.03,65.88
1.68,65.12,0.07,1.42
213.45,2608.79,0.03,67.36
154.13,907.24,0.07,-634.73
420.98,9396.27,0.07,3857.57
15.23,340.7,0.05,11.65
150.98,1835.47,0.1,-364.87
22.99,902.19,0.08,-49.66
44.43,657.232,0.1,33.99
4.48,257.2,0.04,-2172.14
218.75,6139.34,0.08,-528.65
125.99,4257.276,0.04,1059.08
83.1,1383.9,0.05,311.58
3.75,132.12,0.07,54.78
40.98,1857.88,0.09,752.96
60.98,2160.83,0.08,485.02
2.08,43.94,0.09,-72.23
218.75,3023.73,0.09,-1068.01
350.99,8875.17,0.05,2372.08
15.99,331.21,0.04,-67.38
100.98,3602.12,0.05,-728.18
27.42,1174.94,0.02,-125.79
30.98,772.24,0.07,181.98
328.14,7871.91,0.05,541.47
535.64,15464.01,0.05,4407.44
200.99,4671.1495,0.07,947.31
115.99,1942.1735,0,400.82
49.99,1285.55,0.09,-17.03
179.99,3331.81,0.08,484.15
30.73,972.35,0.05,10.96
125.99,3988.0895,0.02,969.86
70.98,3400.63,0.08,-892.79
80.98,1683.57,0.1,346.54
11.55,13.53,0.07,-6.73
65.99,65.467,0.06,-257.41
10.98,305.05,0.04,23.12
300.65,907.18,0.06,-236.6
5.68,135.91,0.07,37.5
300.97,1854.94,0.04,-559.78
8.34,250.29,0.02,6.79
6.47,129.3,0.02,40.2
60.65,1775.33,0.05,365.25
1360.14,15823.27,0.04,1759.34
5.78,287.13,0,-186.31
15.31,501.38,0.03,-71.95
33.98,936.95,0.03,-0.74
17.98,163.78,0.05,-43.03
122.99,2573.29,0.04,-896.94
240.98,8305.19,0.04,1383.32
15.23,539.21,0.05,11.65
29.34,123.82,0.05,-0.37
100.98,3387.32,0.05,1413.52
30.73,990.73,0.02,56.39
8.45,372.01,0.07,-203.68
30.98,975.12,0.03,-6.72
119.99,2215.96,0,-101.66
32.98,1374.7,0.06,-90.3
5.98,209.12,0.05,-116.21
6.48,172.7,0.07,-42.97
19.99,180.43,0.02,-44.86
199.99,9262.35,0.09,2787.59
5.84,242.8,0.07,95.91
5.84,271.78,0.07,52.74
10.91,179.26,0.01,36.78
22.01,418.7,0.05,22.88
9.93,193.25,0.03,71.55
12.21,260.08,0.1,-37.85
209.84,8958.46,0.02,2593.14
33.98,1177.5,0.02,420.05
8.32,362.75,0.08,-54.47
4.76,105.93,0.05,33.47
286.85,2643.15,0.01,-715.11
33.98,677.9,0.05,196.36
78.8,3249.09,0.1,-1326.29
15.23,121.624,0,11.65
37.76,1033.93,0,63.41
90.98,1616.87,0.1,-189.55
30.98,752.63,0.01,172.94
2.88,130.9,0.09,18.75
71.37,224.744,0.02,54.6
19.98,169.27,0.09,-68.93
60.98,981.26,0.09,-500.35
46.89,353.02,0,72.55
9.06,222.43,0.06,-119.31
15.51,302.94,0.07,-30.2
3.38,20.47,0.09,-0.74
15.14,621.44,0.08,-130.96
33.98,951.06,0.02,331.27
7.1,19.34,0.1,-14.38
99.99,1341.31,0.05,5.55
20.98,197.21,0.06,56.88
9.99,25.96,0.06,-29.29
55.99,248.3955,0.05,-260.35
6.88,28.04,0.09,-4.45
48.04,646.55,0.05,244.13
10.48,392.81,0.1,13.91
130.98,5258.94,0.09,-421.76
155.99,6335.8575,0.08,1620.23
289.53,3723.99,0.03,777.28
122.99,5718.85,0.09,-2426.55
48.04,675.23,0.1,204.08
2.21,38.2,0.07,4.34
7.45,314.26,0,-71.05
212.6,7680.29,0.08,-513.79
8.12,336.85,0.01,-40.76
400.98,14960.096,0.01,-969.05
35.89,1343.6,0.06,137.86
3.34,35.28,0,-39.07
500.98,8937.38,0.01,2383.42
9.77,108.85,0.08,10.58
3.28,157.47,0.09,8.07
4.98,25.82,0.01,-10.19
31.76,579.71,0.03,24.3
7.28,87.11,0.08,-43.65
2.88,121.92,0.09,51.23
40.99,1096.17,0.01,110.78
48.04,1447.62,0.07,576.39
4.18,97.65,0.04,-90.07
34.58,1408.34,0.06,176.63
10.97,107.92,0.04,-57.65
145.45,2151.08,0.03,179.05
40.99,485.46,0.03,48.88
17.99,352.44,0.09,-80.53
13.73,114.73,0.03,28.08
115.79,3295.15,0.07,1070.18
37.44,43.9,0.02,-15.03
40.48,1541.92,0.03,-564.06
4.28,169.48,0.08,-134.76
328.14,738.8,0.06,-473.66
65.99,2750.7105,0,791.9
59.76,2118.26,0.01,554.22
29.99,822.7,0.05,141.28
449.99,2249.05,0.02,-571.24
95.43,4813.67,0.03,44.58
550.98,3877.88,0.08,-1331.55
9.38,307.76,0.1,-22.88
35.99,1129.9305,0.05,574.16
7.64,75.94,0.01,-16.56
11.5,533.47,0.09,-50.21
2.98,61.94,0.09,-22.32
7.64,49.81,0.05,-16.95
218.75,9141.64,0.04,-528.65
11.7,438.8,0.09,-84.19
19.98,647.77,0.09,166.85
8.46,315.88,0.09,-60.4
30.98,258.11,0.06,-113.6
55.48,374.78,0.09,20.03
9.38,43.56,0.01,21.21
107.53,2553.84,0.05,553.7
152.48,7518.12,0.04,1027.63
8.67,374.38,0.03,-1.16
73.98,1557.42,0.01,-123.81
30.93,410.27,0.08,226.72
90.97,1531.93,0.1,326.56
4.28,68.32,0.05,-66.72
150.98,536.38,0.03,-258.8
20.99,391.8755,0.1,-38.02
48.94,1991.93,0.02,951.5
10.23,373.33,0.01,-22.18
5.18,164.62,0.03,-93.71
120.98,4225.77,0.08,-1393.69
6.3,53.89,0.01,17.63
25.38,181.32,0.03,80.32
35.99,835.1505,0.09,158.18
125.99,771.834,0.01,-295.43
9.93,449.17,0.01,198.83
2.21,79.81,0.08,5.48
150.98,6688.11,0.08,2872.88
42.8,1520.26,0.04,640.84
22.98,688.02,0.06,154.99
11.34,473.67,0.04,78.2
1.98,28.41,0.07,-44.08
243.98,7869.22,0.1,1523.46
25.38,912.44,0.04,182.72
1.74,65.42,0.04,-112.92
119.99,5750.94,0.01,432.98
68.81,1991.26,0.01,-528.09
550.98,10480.272,0.07,2271.68
12.21,383.81,0.03,-21.15
218.75,2050.712,0.05,-381.04
1.14,5.31,0,-1.5
4.98,231.35,0.03,-81.86
31.78,898.9,0.03,325.88
200.97,3083.04,0.06,872.13
500.98,21921.28,0.04,10521.33
4.98,9.69,0.05,-6.78
7.08,331.99,0.03,45.31
12.22,426.64,0.09,96.95
205.99,1383.919,0.05,-433.49
16.48,528.54,0.06,168.54
11.7,362.17,0.08,-83.96
11.97,290.46,0.1,-31.55
26.31,1207.4,0.03,-25.23
65.99,629.5865,0.04,-120.09
387.99,20175.48,0,9373.96
8.6,56.22,0.04,-20.39
3.58,107.96,0.01,13.24
105.49,3169.992,0.08,-973.3
122.99,5232.83,0.01,-1461.65
77.51,236.32,0.03,-339.95
60.98,2728.42,0.06,664.15
2.52,6.77,0.06,-3.66
3499.99,3550.28,0.06,-11769.17
5.38,43.29,0.07,-39.12
363.25,11747.97,0.05,3302.03
31.98,487.7,0.06,-67.54
4.82,199.58,0.05,46.31
7.64,80.59,0.05,-20.49
155.99,4158.0725,0.02,836.15
85.99,1840.8535,0.01,424.64
50.98,1644.59,0.09,-52.92
259.71,2409.424,0.1,50.95
8.34,367.11,0.01,163.42
6.48,152.44,0.03,-40.76
155.06,2850.31,0.09,569.08
6783.02,89061.05,0,27220.69
205.99,6636.664,0.08,1623.7
65.99,2860.93,0.03,832.62
9.93,220.82,0.1,77.68
21.38,336.29,0.08,-52.14
65.99,1390.6935,0.03,168.46
65.99,1017.2885,0.1,-115.3
1.76,86.7,0.07,-185.34
33.98,864.16,0.09,-175.47
37.94,623.35,0.03,235.51
6.48,70.88,0.01,-50.2
4.82,55.82,0.01,-28.85
35.99,1335.316,0.03,701.66
5.28,213,0.01,-71.09
5.28,231.08,0.01,-79.08
9.11,428.36,0.06,74.75
4.2,118.43,0.02,11.96
5.58,172.51,0.03,12.55
212.6,698,0.09,-93.16
20.24,447.23,0.03,122.78
55.99,1541.458,0.05,-238.16
73.98,3277.39,0.02,286.01
10.91,127.32,0.1,22.96
6.28,248.64,0.08,-69.27
195.99,845.614,0.01,-653.49
4.91,84.74,0.06,34.1
6.04,279.83,0.01,77.04
4.98,98.57,0.07,-49.64
2.08,102.15,0.03,-138.51
5.84,19.57,0.02,-5.35
18.97,856.9,0.02,106.93
30.98,519.65,0.03,26.36
21.38,655.33,0.08,-57.16
90.97,958.18,0.03,126.81
25.98,506.49,0.06,105.69
170.98,8367.68,0.06,886.35
41.47,74.31,0.07,-73.1
179.99,4584.73,0.07,812.38
92.23,4039.72,0.02,-237.6
115.99,2570.944,0.03,553.36
41.71,1944.87,0.06,496.43
5.34,61.82,0.1,-10.45
3.08,144.28,0.01,52.94
5.98,126.53,0.03,-73.38
9.98,417.53,0.02,-309.06
4.91,167.07,0.04,-93.23
15.99,554.88,0.06,-145.33
6.54,309.65,0.04,-79.81
6.48,152.37,0.09,-76.53
4.82,76.38,0.03,-29.69
100.97,2948.63,0.05,888.62
3.98,18.33,0.09,-7.08
7.77,86,0.05,-66.91
363.25,4805.36,0.04,1127.31
4,146.71,0.01,38.63
12.88,475.92,0.05,-95.3
125.99,4158.1235,0.01,1228.89
6.68,283.65,0.02,-29.21
5.28,262.87,0.1,-166.29
65.99,2531.0875,0.01,881.68
17.67,726.22,0.01,52.47
12.97,353.62,0.01,140.15
28.48,646.07,0.06,237.75
32.98,126.87,0.08,-125.99
51.65,520.49,0,-51.01
11.99,334.89,0.03,-1.44
54.2,172.04,0.02,143.08
37.94,113.14,0.06,-21.23
55.29,1724.82,0.1,407.8
59.78,1337.81,0.02,407.12
29.74,937.8,0,27.12
5.28,227.37,0,-92.07
205.99,6330.086,0.1,1421.89
500.97,1566.8,0.06,-1044.92
21.38,616.01,0.09,-74.88
28.99,438.6085,0.01,-56.05
280.98,1386.6,0.09,-556.18
36.55,1553.38,0.1,180.88
22.23,441.7,0.08,167.18
300.97,10823.84,0.09,3857.43
19.23,42.3,0.06,-25.38
4.91,94.86,0.08,39.69
28.15,744.12,0.02,146.51
3.58,174.9,0.06,-150.9
2.23,103.8,0.1,-150.53
124.49,2557.51,0.01,-168.48
122.99,1378.72,0.07,-640.6
125.99,5610.612,0.01,2040.87
3.14,67.03,0.04,-30.4
7.98,140.82,0.08,-43.26
150.98,4371.92,0.03,-533.44
95.99,1745.118,0.03,307.25
10.91,479.96,0.08,122.54
599.99,28664.52,0.09,13340.26
125.99,635.7405,0.03,-397.53
25.38,423.07,0.01,126.95
48.04,1602.21,0.05,728.49
18.7,547.82,0.08,69.63
19.35,278.27,0.02,-51.91
28.48,667.36,0.09,218.89
2.08,32.37,0,-48.55
45.99,1409.0875,0.06,233.56
136.98,1011.16,0.02,547.96
22.84,180.79,0.05,20.09
58.14,487.59,0.04,-205.29
120.33,4152.12,0,817.98
20.24,323.26,0.06,98.34
400.97,17131.36,0.08,4722.77
20.97,208.77,0.07,-76.58
6.48,34.27,0.1,-26.44
95.98,2555.37,0.08,-824.91
80.97,3279.01,0.06,349.22
8.04,213.49,0.05,-136.45
10.44,375.61,0.1,-21.26
20.98,706.91,0.03,85.68
5.98,190.06,0.06,-61.9
8.12,86.79,0.06,-45.6
96.45,753.8,0.06,-32.3
5.28,212.12,0.02,-93.78
200.98,6483.42,0.07,1590.95
12.28,137.77,0.01,1.85
12.44,540.33,0.04,-59.06
3.74,15.88,0.05,-11.04
39.98,466.35,0.01,159.25
3.52,153.01,0.04,-218.53
5.78,27,0.02,-4.9
5.34,225.06,0.05,7.3
23.99,1041.78,0.1,283.79
6.3,32.76,0.06,11.29
70.97,1503.49,0.03,408.73
8.32,10.62,0.02,-31.2
49.99,2337.03,0.1,-37.19
880.98,29345.27,0.03,7497.55
70.98,3355.1,0.07,-1701.96
82.99,2864.55,0.06,1021.07
1.95,65.61,0.02,-16.63
49.34,742.8,0.02,265.87
49.99,2188.06,0.1,33.77
124.49,6181.48,0.03,-194.83
8.69,283.8,0.04,47.52
4.28,49.14,0.05,-22.56
159.31,1600.85,0.07,-193.97
6.68,320.93,0.05,-66.48
17.7,261.85,0.03,-52.33
5.18,56.91,0.01,7.5
6.08,113.2,0.1,24.83
3.28,94.46,0.02,-75.09
50.98,1291.2,0.04,-5.6
4.13,110.2,0.07,42.84
4.28,54.86,0.09,-50.6
31.76,1069.85,0.07,-1179.39
45.19,1967.83,0.04,659.6
4.98,52.59,0.03,-28.14
204.1,8188.19,0.05,3702
20.99,283.6535,0.09,-113.05
7.77,309.17,0.09,-283.31
15.14,412.86,0.07,-104.43
2.98,103.32,0,-25.68
13.43,503.75,0,16.46
376.13,1614.97,0.05,-593.15
195.99,2119.0415,0,-6.57
6.48,272.39,0.03,-91.48
99.99,5369.46,0,1370.26
33.29,1439.96,0.02,182.46
4.24,122.05,0,-67.6
4.18,48,0.09,-29.14
15.15,505.08,0.01,-56.91
205.99,649.2385,0.1,-830.72
122.99,830.28,0,-382.98
20.99,837.386,0.03,104.33
39.98,392.77,0.09,-146.2
376.13,7332.088,0.06,53.79
39.99,1504.22,0.02,118.97
14.56,745.48,0.02,119.12
85.99,3086.5115,0.08,1560.96
3.08,20.19,0.02,1.25
5.8,151.75,0.04,-66.24
9.9,437.73,0.01,205.7
15.7,275.01,0,-87.11
65.99,567.936,0.02,-126.09
12.98,310.52,0.01,33.22
363.25,689.74,0.06,-490.84
10.89,210.4,0.07,-18.96
3.58,161.77,0.01,-150.37
41.32,447.09,0.09,89.03
145.45,4192.88,0.02,731.32
2.74,59.85,0.03,-47.41
70.97,1661.04,0.04,475.54
31.98,494.34,0.05,-30.19
48.58,2150.25,0.06,586.93
35.51,448,0.08,27.2
205.99,3629.1175,0.06,636.03
4.73,146.51,0.04,37.14
279.81,8316.76,0.05,2108.8
65.99,2143.2155,0.02,464.36
85.99,2080.035,0.1,844.9
20.97,145.42,0.09,-98.46
155.99,1559.4355,0.01,61.24
21.98,787.56,0,220.04
15.68,565.91,0.05,192.39
14.98,593.21,0,44.71
38.76,89.23,0.02,-42.72
6.48,98.39,0.01,-31.54
1.82,65.39,0.09,-0.46
110.99,2152.404,0.1,218.87
122.99,4669.19,0.06,-1864.08
21.98,133.4,0.02,-0.31
67.28,2393.63,0.04,524.88
130.98,6177.53,0.1,-1195.12
2.78,94.6,0.04,-6.34
2.94,20.5,0.06,-4.04
4.24,76.6,0.01,-48.51
4.48,221.86,0.09,-1845.66
2.61,78.26,0.04,35.09
21.38,992.95,0.04,-65.21
6.68,294.78,0.05,-113.45
6.48,282.71,0.09,-141.44
14.81,724.13,0.01,-250.53
20.24,294.66,0.07,86.33
500.98,16172.44,0.03,7176.12
120.98,4733.7,0,624.36
209.84,2718.07,0.1,1107.53
11.5,198.78,0.02,-28.35
5.77,281.58,0.09,-161.56
525.98,2206.17,0.02,251.43
16.51,621.12,0.1,190.53
5.98,175.92,0.09,-93.41
13.43,384.74,0.01,2.69
5.84,133.94,0.08,45
205.99,5433.0895,0,1365.28
2.08,92.63,0.05,-70.8
880.98,21062.91,0.01,5713.53
7.68,22.13,0.07,-2.39
6.64,129.84,0.05,2.39
95.99,3681.7495,0.01,1196.44
60.98,2300.45,0.02,624.64
11.55,548.11,0.04,124.24
48.04,1425.06,0.1,597.31
8.85,31.35,0.03,-14.62
259.71,11057.6,0.08,183.9
243.98,10445.95,0.07,1069.61
4.13,66.33,0.03,-47.23
7.99,197.574,0.05,-90.84
140.98,4935.72,0.07,-698.09
11.58,151.49,0,-3.95
7.77,308.22,0,-215.57
4.48,85.85,0.03,-327.65
350.99,14377.78,0.06,4161.98
40.98,994.27,0.09,-127.11
349.45,9558.65,0.09,2154.07
3.69,172.15,0.02,86.78
65.99,772.2675,0.02,-48.85
50.98,1767.88,0.07,66.47
22.24,277.42,0.01,49.82
13.43,178.13,0.04,-19.75
152.48,2637.78,0.04,-0.84
4.98,157.4,0.01,-118.56
7.99,292.808,0.05,-129.69
25.98,1160.55,0.05,-179.17
3.14,106.06,0.08,-59.74
17.48,131.61,0.01,-7.3
280.98,10122.72,0.07,-381.16
4.98,203.6,0,-166.44
3.98,115.81,0.1,22.06
20.28,1058.43,0.02,245
90.48,299.08,0.03,-50.43
22.84,566.39,0.06,76.43
110.99,377.213,0.02,-411.65
8.6,140.07,0.04,-21.85
8.01,39.68,0.09,-6.71
205.99,1273.266,0.1,-615.67
15.73,351.27,0.08,-37.22
4.98,49.89,0.06,-30.84
85.99,1831.529,0,-139.98
17.98,599.52,0.04,25.14
419.19,10330.94,0.07,2914.56
130.98,3662.16,0.01,-372.82
15.14,329.37,0.04,-53.57
120.98,1676.44,0.02,607.5
100.98,1406.07,0.1,-701.91
59.76,1771.67,0.09,338.95
19.98,127.49,0.08,-57.95
35.99,63.427,0.07,-191.79
8.5,259.59,0.06,34.79
2.18,34.93,0.04,-0.05
12.28,431.06,0.02,-26.78
6.28,55,0.05,-23.62
7.64,51.66,0.06,7.4
3.15,107.73,0.08,39.81
39.99,174.55,0.05,-114.39
2.16,74.34,0.05,-166.55
6.48,228.8,0.03,-99.08
146.05,6089.05,0.08,-2110.56
19.98,839.7,0.07,211.79
34.58,1662.5,0.01,289.02
15.98,745.99,0.02,226.09
95.99,473.9855,0.06,-301.68
63.94,1548.43,0.02,622.89
5.02,54.84,0.01,-56.3
125.99,2185.9535,0.1,268.01
125.99,1323.5435,0,-34.73
6.98,257.91,0,90.86
161.55,6216.6,0.02,1082.21
31.78,765.96,0.1,240.06
48.58,102.9,0.07,-81.89
264.98,2174.96,0.05,-223.89
6.81,51.03,0.09,-21.38
19.84,426.7,0.06,104.77
17.7,550.29,0.03,-82.5
5.18,62.84,0.06,9.53
142.86,7156.56,0.03,1871.26
243.98,6481.95,0.09,846.23
48.94,2469.15,0.04,1244.81
14.45,463.42,0.08,14.2
258.98,997,0.09,-307.96
65.99,2357.9085,0.06,538.49
4.28,72.67,0.04,-62.37
1.76,99.08,0.01,11.28
10.98,25.72,0.04,-15.5
6.98,319.96,0.01,123.15
5.98,204.21,0.04,-204.81
6.68,223.88,0.03,55.21
25.98,131.27,0.1,-70.43
449.99,13571.7,0,3825.69
7.64,78.72,0.1,-22.36
37.7,788.85,0.06,317.53
8.56,364.59,0.07,-14.28
2.62,66.6,0.08,13.99
33.89,312.25,0.05,15.56
2.08,70.63,0.1,-66.87
13.99,89.75,0.03,-38.29
11.97,478.38,0.09,-34.39
40.89,247.15,0.07,-88.35
9.99,314.93,0,-17.5
30.42,726.82,0.1,-173.88
2.61,115.24,0.03,43.23
349.45,9601.94,0.08,2428.59
205.99,973.862,0.1,-693.33
45.19,1624.67,0.04,504.35
2.62,116.06,0.1,25.2
3.85,39.42,0.06,7.78
22.24,801.44,0.01,308.12
54.74,1194.06,0.04,326.97
7.08,377.02,0,84.66
145.98,7339.24,0,-279.74
3.52,137.07,0.09,-199.3
7.28,203.99,0.02,-8.51
58.14,2962.96,0.02,-612.94
15.57,782.93,0.03,401.07
2.1,34.16,0.09,-2.29
47.98,244.9,0.06,-135.4
65.99,125.273,0.02,-301.91
4.98,209.33,0.01,-160.71
6.48,265.61,0.1,-147.82
17.7,485.03,0.07,-88.02
95.95,2039.33,0.08,-862.44
58.1,2842.54,0.05,1315.75
1.76,40.24,0.1,-3.73
4.91,98.77,0.07,41.33
7.68,173.7,0.02,-31.59
367.99,1811.25,0.08,203.44
262.11,2642.95,0.08,-474.49
39.98,614.15,0.03,-54.37
4.98,154.24,0.03,68.88
6.48,140.31,0.06,-94.11
68.81,1460.42,0.04,-441.44
195.99,6659.7415,0.05,1647.75
65.99,2601.7905,0.02,748.2
23.99,1227.18,0,-252.53
150.98,4278.61,0.07,-955.56
9.68,10.94,0.08,-4.35
150.98,1755.3,0.04,-7.01
4.91,205.11,0.06,95.52
193.17,3981.23,0.07,294.94
155.99,2458.2425,0.1,110.54
236.97,11036.16,0.05,1187.8
6.48,115.71,0.08,-91.61
150.98,4587.3,0.08,1771.15
25.98,403.71,0.03,-97.47
32.48,1243.45,0.1,-1212.55
3.69,175.23,0.04,-13.35
5.18,224.58,0.03,46.31
56.96,343.36,0.08,-41.27
55.99,309.2215,0.09,-68.3
80.98,2477.99,0,747.68
2.1,48.83,0.06,1
5.98,297.76,0.07,-111.34
5.98,257.41,0.09,-131.08
6.84,241.43,0.01,-65.8
6.48,94.32,0.06,-66.87
20.99,554.4295,0.03,34.01
3.69,153.27,0.08,60.29
15.57,671.78,0.1,297.23
19.98,262.09,0.01,58.69
40.98,1107.64,0.06,333.17
48.04,1119.91,0.08,434.71
300.65,3534.56,0.03,763.32
4.98,155.27,0.1,-151.55
7.28,221.33,0,77.33
2.88,74.07,0.04,4.37
65.99,1529.0565,0.06,201.73
128.24,855.03,0.08,-1.68
5.98,196.58,0.04,-102.16
3.75,75.19,0.05,-93.67
599.99,6350.29,0.02,-735.97
55.99,1028.16,0.07,405.16
60.98,346.23,0,8.46
10.97,249.24,0.06,-92.1
13.48,133.85,0.03,-5.28
159.99,7827.51,0.05,2992.8
5.43,70.13,0.02,21.51
10.98,59.76,0.04,-10.34
33.29,195.75,0.02,-31.24
59.98,185.16,0.02,-49.34
256.99,5144.94,0.09,729.06
35.99,1397.383,0.01,-135.86
6.48,287.61,0.02,-101.5
5.84,128.52,0.06,42.8
24.98,1011.67,0.04,-74.64
1.68,31.13,0.06,-0.81
296.18,7201.89,0.09,-650.11
276.2,3156.6,0.1,454.26
6.35,302.69,0.05,125.65
40.99,2040.39,0.07,221.09
20.99,272.8925,0.01,19.61
3.15,123.11,0.06,48.93
2.18,41.52,0.06,-85.17
193.17,5320.57,0.02,534.29
120.98,3227.38,0.05,192.31
2.78,134.52,0.03,-6.04
13.99,104.46,0.01,-36.77
12.2,112.47,0,46.74
88.84,3531.75,0,572.26
90.97,500.5,0.02,-153.31
